#Starting log sesion 03:55:16:328
%Timestamp;streamData
1436363716329.16;719.5859;433.8789;37;;
1436363716338.73;719.5859;433.8789;37;;
1436363716355.28;719.5859;433.8789;37;;
1436363716372.06;720.5859;433.8789;37;;
1436363716388.71;720.5859;433.8789;37;;
1436363716405.3;720.5859;433.8789;37;;
1436363716422.08;720.5859;433.8789;37;;
1436363716438.68;720.5859;433.8789;37;;
1436363716454.8;720.5859;433.8789;37;;
1436363716472.11;720.5859;433.8789;37;;
1436363716487.85;720.5859;433.8789;37;;
1436363716505.38;720.5859;433.8789;37;;
1436363716521.15;720.5859;433.8789;37;;
1436363716538.66;720.5859;433.8789;37;;
1436363716555.19;720.5859;433.8789;37;;
1436363716572.02;720.5859;433.8789;37;;
1436363716588.23;720.5859;433.8789;37;;
1436363716605.39;720.5859;433.8789;37;;
1436363716621.15;720.5859;433.8789;37;;
1436363716638.69;720.5859;433.8789;37;;
1436363716655.19;720.5859;433.8789;37;;
1436363716672.02;720.5859;433.8789;37;;
1436363716688.77;720.5859;433.8789;37;;
1436363716705.36;720.5859;433.8789;37;;
1436363716722.14;720.5859;433.8789;37;;
1436363716738.4;720.5859;433.8789;37;;
1436363716755.49;720.5859;433.8789;37;;
1436363716772.1;720.5859;433.8789;37;;
1436363716788.72;720.5859;433.8789;37;;
1436363716805.46;720.5859;433.8789;37;;
1436363716822.19;720.5859;433.8789;37;;
1436363716838.84;720.5859;433.8789;37;;
1436363716855.36;720.5859;433.8789;37;;
1436363716871.79;721.5859;433.8789;37;;
1436363716888.82;721.5859;433.8789;37;;
1436363716905.32;722.3281;433.8789;37;;
1436363716922.11;723.0703;433.8789;37;;
1436363716938.05;723.8125;433.8789;37;;
1436363716954.93;723.8125;433.8789;37;;
1436363716972.03;724.5508;433.8789;37;;
1436363716987.92;724.5508;433.8789;37;;
1436363717004.48;725.5508;433.8789;37;;
1436363717022.07;725.5508;433.8789;37;;
1436363717038.24;725.5508;433.8789;37;;
1436363717054.87;725.5508;433.8789;37;;
1436363717072.1;725.5508;433.8789;37;;
1436363717088.77;726.5508;433.8789;37;;
1436363717105.17;726.5508;433.8789;37;;
1436363717121.53;727.293;433.8789;37;;
1436363717138.84;728.0352;433.8789;37;;
1436363717155.39;731;435.3633;37;;
1436363717172.03;733.2227;435.3633;37;;
1436363717188.64;736.1914;435.3633;37;;
1436363717205.32;738.4141;436.1055;37;;
1436363717222.16;739.8945;436.1055;37;;
1436363717238.45;742.1211;436.1055;37;;
1436363717255.05;742.8633;436.1055;37;;
1436363717271.54;744.3438;436.1055;37;;
1436363717288.83;745.0859;436.1055;37;;
1436363717304.39;745.0859;436.1055;37;;
1436363717322.03;745.0859;436.1055;37;;
1436363717338.69;745.0859;436.1055;37;;
1436363717355.43;745.0859;436.1055;37;;
1436363717372.15;745.0859;436.1055;37;;
1436363717388.13;745.0859;436.1055;37;;
1436363717404.6;745.0859;436.1055;37;;
1436363717421.19;745.0859;436.1055;37;;
1436363717437.97;745.0859;436.1055;37;;
1436363717454.89;745.0859;436.1055;37;;
1436363717472.18;745.0859;436.1055;37;;
1436363717499.55;745.0859;436.1055;37;;
1436363717504.89;745.0859;436.1055;37;;
1436363717522.07;745.0859;436.1055;37;;
1436363717538.87;745.0859;436.1055;37;;
1436363717555.3;745.0859;436.1055;37;;
1436363717571.35;745.0859;436.1055;37;;
1436363717587.88;745.0859;436.1055;37;;
1436363717604.67;745.0859;436.1055;37;;
1436363717622.27;745.0859;436.1055;37;;
1436363717638.2;745.0859;436.1055;37;;
1436363717655.09;745.0859;436.1055;37;;
1436363717672.31;745.0859;436.1055;37;;
1436363717688.87;745.0859;436.1055;37;;
1436363717704.58;745.0859;436.1055;37;;
1436363717721.41;745.0859;436.1055;37;;
1436363717738.95;745.0859;436.1055;37;;
1436363717755.58;745.0859;436.1055;37;;
1436363717772.23;745.0859;436.1055;37;;
1436363717789.01;745.0859;436.1055;37;;
1436363717804.84;745.0859;436.1055;37;;
1436363717822.4;745.0859;436.1055;37;;
1436363717837.99;745.0859;436.1055;37;;
1436363717854.69;745.0859;436.1055;37;;
1436363717871.38;745.0859;436.1055;37;;
1436363717887.97;745.0859;436.1055;37;;
1436363717905.51;745.0859;436.1055;37;;
1436363717922.27;745.0859;436.1055;37;;
1436363717938.22;745.0859;436.1055;37;;
1436363717955.5;745.0859;436.1055;37;;
1436363717971.5;745.0859;436.1055;37;;
1436363717988.89;745.0859;436.1055;37;;
1436363718005.19;745.0859;436.1055;37;;
1436363718022.23;745.0859;436.1055;37;;
1436363718038.95;745.0859;436.1055;37;;
1436363718055.23;745.0859;436.1055;37;;
1436363718071.39;745.0859;436.1055;37;;
1436363718088.24;745.0859;436.1055;37;;
1436363718105.5;745.0859;436.1055;37;;
1436363718121.29;745.0859;436.1055;37;;
1436363718138.97;745.0859;436.1055;37;;
1436363718155.6;745.0859;436.1055;37;;
1436363718172.23;745.0859;436.1055;37;;
1436363718188.97;745.0859;436.1055;37;;
1436363718205.47;745.0859;436.1055;37;;
1436363718221.47;745.0859;436.1055;37;;
1436363718238.71;745.0859;436.1055;37;;
1436363718254.67;745.0859;436.1055;37;;
1436363718271.98;745.0859;436.1055;37;;
1436363718288.34;745.0859;436.1055;37;;
1436363718305.16;745.0859;436.1055;37;;
1436363718322.21;745.0859;436.1055;37;;
1436363718338.84;745.0859;436.1055;37;;
1436363718355.63;745.0859;436.1055;37;;
1436363718371.4;745.0859;436.1055;37;;
1436363718388.34;745.0859;436.1055;37;;
