#Starting log sesion 03:40:55:524
%Timestamp;streamData
1436362855584.07;1187.117;573.6211;;
1436362858436.75;1187.117;573.6211;;
1436362858452.17;1187.117;573.6211;;
1436362858469.59;1187.117;573.6211;;
1436362858486.2;1187.117;573.6211;;
1436362858502.89;1187.117;573.6211;;
1436362858519.3;1187.117;573.6211;;
1436362858536.08;1187.117;573.6211;;
1436362858552.25;1187.117;573.6211;;
1436362858569.59;1187.117;573.6211;;
1436362858586.27;1187.117;573.6211;;
1436362858602.92;1187.117;573.6211;;
1436362858619.71;1187.117;573.6211;;
1436362858636.3;1187.117;573.6211;;
1436362858653.24;1187.117;573.6211;;
1436362858669.69;1187.117;573.6211;;
1436362858686.56;1187.117;573.6211;;
1436362858702.76;1187.117;573.6211;;
1436362858718.97;1187.117;573.6211;;
1436362858735.88;1187.117;573.6211;;
1436362858753.15;1187.117;573.6211;;
1436362858769.77;1187.117;573.6211;;
1436362858785.99;1187.117;573.6211;;
1436362858802.91;1187.117;573.6211;;
1436362858818.92;1187.117;573.6211;;
1436362858836.45;1187.117;573.6211;;
1436362858853.14;1187.117;573.6211;;
1436362858868.91;1187.117;573.6211;;
1436362858886.56;1187.117;573.6211;;
1436362858902.73;1187.117;573.6211;;
1436362858919.95;1187.117;573.6211;;
1436362858936.55;1187.117;573.6211;;
1436362858953.29;1187.117;573.6211;;
1436362858969.53;1187.117;573.6211;;
1436362858986.24;1187.117;573.6211;;
1436362859002.52;1187.117;573.6211;;
1436362859019.4;1187.117;573.6211;;
1436362859036.54;1187.117;573.6211;;
1436362859052.44;1187.117;573.6211;;
1436362859069.82;1187.117;573.6211;;
1436362859086.48;1187.117;573.6211;;
1436362859103.15;1187.117;573.6211;;
1436362859119.85;1187.117;573.6211;;
1436362859136.08;1187.117;573.6211;;
1436362859153.29;1187.117;573.6211;;
1436362859169.94;1187.117;573.6211;;
1436362859186.62;1187.117;573.6211;;
1436362859203.27;1187.117;573.6211;;
1436362859219.57;1187.117;573.6211;;
1436362859236.44;1187.117;573.6211;;
1436362859253.28;1187.117;573.6211;;
1436362859269.86;1187.117;573.6211;;
1436362859286.72;1187.117;573.6211;;
1436362859302.9;1187.117;573.6211;;
1436362859319.97;1187.117;573.6211;;
1436362859335.81;1187.117;573.6211;;
1436362859353.01;1187.117;573.6211;;
1436362859368.88;1187.117;573.6211;;
1436362859386.13;1187.117;573.6211;;
1436362859403.28;1187.117;573.6211;;
1436362859419.81;1187.117;573.6211;;
1436362859436.46;1187.117;573.6211;;
1436362859453.18;1187.117;573.6211;;
1436362859469.09;1187.117;573.6211;;
1436362859486.59;1187.117;573.6211;;
1436362859503.13;1187.117;573.6211;;
