#Starting log sesion 02:52:35:932
%Timestamp;streamData
1436878355962.61;503.4258;1234.535;;
1436878358667;1341.832;1040.645;;
1436878358681.71;1341.832;1039.602;;
1436878358697.56;1341.832;1038.559;;
1436878358715.13;1341.832;1036.477;;
1436878358731.66;1341.832;1033.348;;
1436878358748.48;1340.789;1029.176;;
1436878358765.01;1340.789;1020.836;;
1436878358781.71;1343.57;1002.07;;
1436878358798.39;1349.824;981.2227;;
1436878358815.14;1355.035;965.582;;
1436878358831.48;1370.676;921.7969;;
1436878358847.44;1377.973;898.8633;;
1436878358864.39;1383.184;878.0117;;
1436878358881.75;1384.227;856.1172;;
1436878358898.39;1384.227;835.2656;;
1436878358915.1;1386.313;817.543;;
1436878358931.79;1389.441;775.8438;;
1436878358947.88;1391.527;744.5664;;
1436878358965.09;1391.527;728.9297;;
1436878358981.71;1391.527;712.25;;
1436878358998.47;1391.527;691.3984;;
1436878359015.03;1395.695;670.5469;;
1436878359031.54;1397.781;653.8672;;
1436878359047.46;1400.906;642.3984;;
1436878359065.19;1401.602;639.6211;;
1436878359081.69;1401.602;639.6211;;
1436878359098.39;1401.602;637.6211;;
1436878359114.12;1401.602;633.4492;;
1436878359131.7;1401.602;632.4063;;
1436878359148.36;1402.645;631.3633;;
1436878359164.06;1402.645;629.2813;;
1436878359181.83;1403.688;628.2383;;
1436878359198.48;1404.383;626.1523;;
1436878359214.5;1405.426;623.0234;;
1436878359231.1;1406.469;620.9375;;
1436878359247.54;1407.512;618.8555;;
1436878359264.98;1408.555;616.7695;;
1436878359281.68;1410.637;612.5977;;
1436878359298.39;1417.59;598.6992;;
1436878359314.81;1421.758;589.3164;;
1436878359330.87;1428.016;577.8477;;
1436878359348.49;1436.355;567.4219;;
1436878359365.11;1446.781;558.0391;;
1436878359381.24;1457.203;550.7422;;
1436878359398.08;1468.672;542.4023;;
1436878359415.05;1479.793;535.4531;;
1436878359431.44;1492.305;527.1133;;
1436878359447.53;1497.516;521.8984;;
1436878359465.12;1499.602;517.7305;;
1436878359481.73;1501.688;515.6445;;
1436878359497.9;1502.727;514.6016;;
1436878359515.06;1502.727;513.5586;;
1436878359531.67;1502.727;513.5586;;
1436878359548.45;1502.727;513.5586;;
1436878359564.97;1502.727;513.5586;;
1436878359581.78;1502.727;513.5586;;
1436878359597.93;1502.727;513.5586;;
1436878359614.55;1502.727;513.5586;;
1436878359631.74;1502.727;513.5586;;
1436878359647.52;1502.727;513.5586;;
1436878359664.5;1502.727;513.5586;;
1436878359681.73;1502.727;513.5586;;
1436878359698.4;1502.727;513.5586;;
1436878359715.18;1502.727;513.5586;;
1436878359731.56;1502.727;513.5586;;
1436878359748.52;1502.727;513.5586;;
1436878359765.16;1502.727;513.5586;;
1436878359781.87;1502.727;513.5586;;
1436878359798.55;1502.727;513.5586;;
1436878359815.2;1502.727;513.5586;;
1436878359831.63;1502.727;513.5586;;
1436878359847.52;1478.75;493.75;;
1436878359865.19;1422.453;449.9648;;
1436878359881.88;1296.309;367.6055;;
1436878359898.5;1084.676;266.4805;;
1436878359915.13;772.9609;152.8438;;
1436878359931.81;421.6289;28.78516;;
1436878359948.54;85.93359;22.00391;;
1436878359965.05;0;22.00391;;
1436878359981.82;0;22.00391;;
1436878359997.5;0;22.00391;;
1436878360015.12;0;22.00391;;
1436878360031.59;0;22.00391;;
1436878360047.52;0;22.00391;;
1436878360065.07;0;22.00391;;
1436878360081.73;0;22.00391;;
1436878360098.45;0;22.00391;;
1436878360115.15;0;22.00391;;
1436878360131.84;0;22.00391;;
1436878360148.18;0;22.00391;;
1436878360165.17;0;22.00391;;
1436878360181.79;0;22.00391;;
1436878360198.42;0;22.00391;;
1436878360214.41;0;22.00391;;
1436878360231.73;0;22.00391;;
1436878360248.13;0;22.00391;;
1436878360264.94;0;22.00391;;
1436878360281.47;0;22.00391;;
1436878360297.51;0;22.00391;;
1436878360315.06;0;22.00391;;
1436878360331.72;0;22.00391;;
1436878360348.45;0;22.00391;;
1436878360364.16;0;22.00391;;
1436878360381.86;0;22.00391;;
1436878360398.54;0;22.00391;;
1436878360415.11;0;22.00391;;
1436878360431.86;0;22.00391;;
1436878360448.55;0;22.00391;;
1436878360465.06;0;22.00391;;
1436878360481.72;0;22.00391;;
1436878360498.52;0;22.00391;;
1436878360515.12;0;22.00391;;
1436878360531.72;0;22.00391;;
1436878360548.39;0;22.00391;;
1436878360565.02;0;22.00391;;
1436878360581;0;22.00391;;
1436878360598.54;0;22.00391;;
1436878360615.25;0;22.00391;;
1436878360631.88;0;22.00391;;
1436878360648.43;0;22.00391;;
1436878360664.96;0;22.00391;;
1436878360681.78;0;22.00391;;
1436878360698.46;0;22.00391;;
1436878360715.2;0;22.00391;;
1436878360731.94;0;22.00391;;
1436878360747.51;0;22.00391;;
1436878360765.24;0;22.00391;;
1436878360781.8;0;22.00391;;
1436878360797.73;0;23.00391;;
1436878360815.29;0;24.04297;;
1436878360831.57;3.082031;26.12891;;
1436878360847.67;4.125;28.21484;;
1436878360865.25;5.167969;31.34375;;
1436878360881.17;5.167969;43.85156;;
1436878360898.46;0;88.67969;;
1436878360915.28;0;113.7031;;
1436878360931.9;3.777344;156.0977;;
1436878360947.81;15.24609;208.2227;;
1436878360964.2;38.17969;299.9648;;
1436878360981.25;44.4375;324.9883;;
1436878360997.98;49.64844;339.582;;
1436878361014.43;51.73438;342.7109;;
1436878361031.75;53.82031;342.7109;;
1436878361047.59;54.86328;342.7109;;
1436878361064.15;55.90625;342.7109;;
1436878361080.91;55.90625;342.7109;;
1436878361098.61;55.90625;342.7109;;
1436878361114.28;55.90625;342.7109;;
1436878361130.98;55.90625;342.7109;;
1436878361147.7;55.90625;342.7109;;
1436878361164.29;55.90625;342.7109;;
1436878361180.94;55.90625;342.7109;;
1436878361197.6;55.90625;342.7109;;
1436878361214.48;55.90625;342.7109;;
1436878361231.06;55.90625;342.7109;;
1436878361248.54;55.90625;342.7109;;
1436878361264.29;55.90625;342.7109;;
1436878361281.06;55.90625;342.7109;;
1436878361297.68;55.90625;342.7109;;
1436878361314.46;55.90625;342.7109;;
1436878361331.11;55.90625;342.7109;;
1436878361347.73;55.90625;342.7109;;
1436878361364.32;55.90625;342.7109;;
1436878361381.11;55.90625;342.7109;;
1436878361397.83;55.90625;342.7109;;
1436878361414.22;55.90625;342.7109;;
1436878361430.86;55.90625;342.7109;;
1436878361447.9;55.90625;342.7109;;
1436878361464.22;55.90625;342.7109;;
1436878361481.93;55.90625;342.7109;;
1436878361497.89;55.90625;342.7109;;
1436878361515.26;55.90625;342.7109;;
1436878361530.97;55.90625;342.7109;;
1436878361548.57;55.90625;342.7109;;
1436878361564.19;55.90625;342.7109;;
