#Starting log sesion 01:17:30:456
%Timestamp;streamData
1436181450468.14;3239.148;24.08594;;
1436181450619.14;3239.148;24.08594;;
1436181450635.46;3239.148;24.08594;;
1436181450652.81;3239.148;24.08594;;
1436181450669.6;3239.148;24.08594;;
1436181450685.78;3239.148;24.08594;;
1436181450702.85;3239.148;24.08594;;
1436181450718.77;3239.148;24.08594;;
1436181450736.21;3239.148;24.08594;;
1436181450752.74;3239.148;24.08594;;
1436181450769.22;3239.148;24.08594;;
1436181450785.76;3239.148;24.08594;;
1436181450802.86;3239.148;24.08594;;
1436181450819.27;3239.148;24.08594;;
1436181450835.79;3239.148;24.08594;;
1436181450852.72;3239.148;24.08594;;
1436181450868.78;3239.148;24.08594;;
1436181450885.53;3239.148;24.08594;;
1436181450902.73;3239.148;24.08594;;
1436181450919.33;3239.148;24.08594;;
1436181450935.9;3239.148;24.08594;;
1436181450952.46;3239.148;24.08594;;
1436181450969.47;3239.148;24.08594;;
1436181450986.06;3239.148;24.08594;;
1436181451002.71;3239.148;24.08594;;
1436181451019.37;3239.148;24.08594;;
1436181451036.04;3239.148;24.08594;;
1436181451052.86;3239.148;24.08594;;
1436181451069.44;3239.148;24.08594;;
1436181451085.69;3239.148;24.08594;;
1436181451102.78;3239.148;24.08594;;
1436181451118.95;3239.148;24.08594;;
1436181451136.07;3239.148;24.08594;;
1436181451152.79;3239.148;24.08594;;
1436181451169.34;3239.148;24.08594;;
1436181451186.11;3239.148;24.08594;;
1436181451202.62;3239.148;24.08594;;
1436181451219.27;3239.148;24.08594;;
1436181451235.44;3239.148;24.08594;;
1436181451252.68;3239.148;24.08594;;
1436181451269.39;3239.148;24.08594;;
1436181451285.75;3239.148;24.08594;;
1436181451302.86;3239.148;24.08594;;
1436181451319.37;3239.148;24.08594;;
1436181451336.22;3239.148;24.08594;;
1436181451352.92;3239.148;24.08594;;
1436181451369.54;3239.148;24.08594;;
1436181451386.14;3239.148;24.08594;;
1436181451402;3239.148;24.08594;;
1436181451419.25;3239.148;24.08594;;
1436181451435.95;3239.148;24.08594;;
1436181451452.93;3239.148;24.08594;;
1436181451469.46;3239.148;24.08594;;
1436181451486.2;3239.148;24.08594;;
1436181451502.95;3239.148;24.08594;;
1436181451518.5;3239.148;24.08594;;
1436181451536.02;3239.148;24.08594;;
1436181451552.02;3239.148;24.08594;;
1436181451569.14;3239.148;24.08594;;
1436181451585.78;3239.148;24.08594;;
1436181451602.25;3239.148;24.08594;;
1436181451619.41;3239.148;24.08594;;
1436181451635.19;3239.148;24.08594;;
1436181451652.44;3239.148;24.08594;;
1436181451669.59;3239.148;24.08594;;
1436181451685.56;3239.148;24.08594;;
1436181451702.81;3239.148;24.08594;;
1436181451718.72;3239.148;24.08594;;
1436181451736.07;3239.148;24.08594;;
1436181451751.98;3239.148;24.08594;;
1436181451769.34;3239.148;24.08594;;
1436181451786.18;3239.148;24.08594;;
1436181451802.79;3239.148;24.08594;;
1436181451819.2;3239.148;24.08594;;
1436181451836.23;3239.148;24.08594;;
1436181451852.1;3239.148;24.08594;;
1436181451869.61;3239.148;24.08594;;
1436181451886.03;3239.148;24.08594;;
1436181451902.56;3239.148;24.08594;;
1436181451918.76;3239.148;24.08594;;
1436181451935.63;3239.148;24.08594;;
1436181451952.93;3239.148;24.08594;;
1436181451969.57;3239.148;24.08594;;
1436181451986.26;3239.148;24.08594;;
1436181452002.39;3239.148;24.08594;;
1436181452019.43;3239.148;24.08594;;
1436181452036.22;3239.148;24.08594;;
1436181452052.78;3239.148;24.08594;;
1436181452069.43;3239.148;24.08594;;
1436181452086.17;3239.148;24.08594;;
1436181452102.78;3239.148;24.08594;;
1436181452119.35;3239.148;24.08594;;
1436181452136.22;3239.148;24.08594;;
1436181452152.53;3239.148;24.08594;;
1436181452169.59;3239.148;24.08594;;
1436181452186.12;3239.148;24.08594;;
1436181452202.15;3239.148;24.08594;;
1436181452219.45;3239.148;24.08594;;
1436181452236.1;3239.148;24.08594;;
1436181452252.78;3239.148;24.08594;;
1436181452269.45;3239.148;24.08594;;
1436181452286.34;3239.148;24.08594;;
1436181452302.78;3239.148;24.08594;;
1436181452318.93;3239.148;24.08594;;
1436181452336.26;3239.148;24.08594;;
1436181452352.77;3239.148;24.08594;;
1436181452368.51;3239.148;24.08594;;
1436181452386.21;3239.148;24.08594;;
1436181452402.12;3239.148;24.08594;;
1436181452419.51;3239.148;24.08594;;
1436181452436.19;3239.148;24.08594;;
1436181452453;3239.148;24.08594;;
1436181452469.62;3239.148;24.08594;;
1436181452486;3239.148;24.08594;;
1436181452502.3;3239.148;24.08594;;
1436181452519.56;3239.148;24.08594;;
1436181452535.64;3239.148;24.08594;;
1436181452552.22;3239.148;24.08594;;
1436181452568.78;3239.148;24.08594;;
1436181452586.32;3239.148;24.08594;;
1436181452602.23;3239.148;24.08594;;
1436181452619.51;3239.148;24.08594;;
1436181452636.27;3239.148;24.08594;;
1436181452651.93;3239.148;24.08594;;
1436181452669.06;3239.148;24.08594;;
1436181452686.31;3239.148;24.08594;;
1436181452702.99;3239.148;24.08594;;
1436181452719.29;3239.148;24.08594;;
1436181452736.2;3239.148;24.08594;;
1436181452752.61;3239.148;24.08594;;
1436181452768.97;3239.148;24.08594;;
1436181452786.32;3239.148;24.08594;;
1436181452802.99;3239.148;24.08594;;
1436181452819.11;3239.148;24.08594;;
1436181452835.25;3239.148;24.08594;;
1436181452852.39;3239.148;24.08594;;
1436181452869.62;3239.148;24.08594;;
1436181452885.61;3239.148;24.08594;;
1436181452902.86;3239.148;24.08594;;
1436181452919.4;3239.148;24.08594;;
1436181452936.29;3239.148;24.08594;;
1436181452952.85;3239.148;24.08594;;
1436181452968.57;3239.148;24.08594;;
1436181452986.33;3239.148;24.08594;;
1436181453002.84;3239.148;24.08594;;
1436181453019.52;3239.148;24.08594;;
1436181453036.34;3239.148;24.08594;;
1436181453052.99;3239.148;24.08594;;
1436181453069.61;3239.148;24.08594;;
1436181453086.16;3239.148;24.08594;;
1436181453101.95;3287.148;22.00391;;
1436181453118.6;3290.855;22.00391;;
1436181453136.17;3296.855;22.00391;;
1436181453152.58;3301.305;22.00391;;
1436181453169.58;3309.457;24.22656;;
1436181453185.43;3328.734;30.15625;;
1436181453202.34;3355.422;36.08594;;
1436181453219.67;3382.109;43.5;;
1436181453236.31;3399.16;49.43359;;
1436181453252.23;3409.539;53.87891;;
1436181453268.65;3415.473;58.32813;;
1436181453285.52;3421.402;61.29297;;
1436181453302.49;3423.625;62.77734;;
1436181453319.38;3423.625;64.25781;;
1436181453336.2;3424.367;65;;
1436181453352.6;3424.367;65;;
1436181453368.82;3424.367;65;;
1436181453385.6;3424.367;66;;
1436181453402.39;3424.367;66;;
1436181453418.59;3424.367;67;;
1436181453436.18;3419.922;67;;
1436181453452.82;3408.059;69.96484;;
1436181453469.43;3385.078;74.41406;;
1436181453485.32;3327.992;81.82813;;
1436181453502.72;3240.512;90.72266;;
1436181453519.74;3167.859;96.65625;;
1436181453535.32;3058.137;105.5508;;
1436181453551.98;2970.66;112.2227;;
1436181453569.07;2877.246;113.707;;
1436181453585.53;2806.82;113.707;;
1436181453602.02;2744.543;113.707;;
1436181453618.7;2711.926;112.2227;;
1436181453635.42;2694.133;109.2578;;
1436181453652.84;2690.426;108.5156;;
1436181453668.89;2688.941;107.0352;;
1436181453685.43;2688.941;105.5508;;
1436181453702.1;2688.941;104.0703;;
1436181453719.69;2688.941;102.5859;;
1436181453736.23;2688.941;102.5859;;
1436181453752.16;2688.941;102.5859;;
1436181453768.84;2688.941;101.5859;;
1436181453785.35;2690.426;101.5859;;
1436181453802.72;2691.168;100.8438;;
1436181453818.85;2694.133;99.36328;;
1436181453835.4;2702.289;96.39453;;
1436181453852.04;2718.598;93.42969;;
1436181453868.98;2735.648;88.24219;;
1436181453885.37;2763.82;82.30859;;
1436181453902.24;2796.441;76.37891;;
1436181453918.84;2836.473;68.96484;;
1436181453935.69;2879.473;60.07031;;
1436181453952.27;2928.402;51.17188;;
1436181453969.09;2985.484;37.08594;;
1436181453985.72;3012.176;31.15625;;
1436181454002.72;3040.348;23.00391;;
1436181454019.18;3040.348;23.00391;;
1436181454036.34;3061.105;22.00391;;
1436181454052.4;3061.105;22.00391;;
1436181454069.2;3064.07;22.00391;;
1436181454085.88;3064.809;22.00391;;
1436181454102.08;3064.809;22.00391;;
1436181454119.18;3064.809;22.00391;;
1436181454135.91;3064.809;22.00391;;
1436181454152.78;3064.809;22.00391;;
