#Starting log sesion 01:35:20:530
%Timestamp;streamData
1436268920530.93;390.332;438.5938;37;;
1436268920540.46;390.332;438.5938;37;;
1436268920557.21;390.332;438.5938;37;;
1436268920573.85;390.332;438.5938;37;;
1436268920590.54;390.332;438.5938;37;;
1436268920607.23;390.332;438.5938;37;;
1436268920623.89;390.332;438.5938;37;;
1436268920640.6;390.332;438.5938;37;;
1436268920657.25;390.332;438.5938;37;;
1436268920673.98;390.332;438.5938;37;;
1436268920690.53;390.332;438.5938;37;;
1436268920707.27;390.332;438.5938;37;;
1436268920723.93;390.332;438.5938;37;;
1436268920740.66;390.332;438.5938;37;;
1436268920757.3;390.332;438.5938;37;;
1436268920773.98;390.332;438.5938;37;;
1436268920790.52;390.332;438.5938;37;;
1436268920807.19;390.332;438.5938;37;;
1436268920823.78;390.332;438.5938;37;;
1436268920840.54;390.332;438.5938;37;;
1436268920856.9;390.332;438.5938;37;;
1436268920873.87;390.332;438.5938;37;;
1436268920890.63;390.332;438.5938;37;;
1436268920906.87;390.332;438.5938;37;;
1436268920923.55;390.332;438.5938;37;;
1436268920939.97;390.332;438.5938;37;;
1436268920957.27;390.332;438.5938;37;;
1436268920973.94;390.332;438.5938;37;;
1436268920990.59;390.332;438.5938;37;;
1436268921007.27;390.332;438.5938;37;;
1436268921023.86;390.332;438.5938;37;;
1436268921040.75;390.332;438.5938;37;;
1436268921057.25;390.332;438.5938;37;;
1436268921072.95;390.332;438.5938;37;;
1436268921090.23;390.332;438.5938;37;;
1436268921107.39;390.332;438.5938;37;;
1436268921123.87;390.332;438.5938;37;;
1436268921140.73;390.332;438.5938;37;;
1436268921157.14;390.332;438.5938;37;;
1436268921173.2;390.332;438.5938;37;;
1436268921190.6;390.332;438.5938;37;;
1436268921207.38;390.332;438.5938;37;;
1436268921223.87;390.332;438.5938;37;;
1436268921240.5;390.332;438.5938;37;;
1436268921257.29;390.332;438.5938;37;;
1436268921273.92;390.332;438.5938;37;;
1436268921289.68;390.332;438.5938;37;;
1436268921307.23;390.332;438.5938;37;;
1436268921323.88;390.332;438.5938;37;;
1436268921340.71;390.332;438.5938;37;;
1436268921357.23;390.332;438.5938;37;;
1436268921373.89;390.332;438.5938;37;;
1436268921390.56;390.332;438.5938;37;;
1436268921407.22;390.332;438.5938;37;;
1436268921424;390.332;438.5938;37;;
1436268921440.71;390.332;438.5938;37;;
1436268921456.92;390.332;438.5938;37;;
1436268921473.99;390.332;438.5938;37;;
1436268921490.7;390.332;438.5938;37;;
1436268921507.24;390.332;438.5938;37;;
1436268921524;390.332;438.5938;37;;
1436268921540.7;390.332;438.5938;37;;
1436268921557.22;390.332;438.5938;37;;
1436268921574.05;390.332;438.5938;37;;
1436268921590.18;390.332;438.5938;37;;
1436268921606.74;504.332;435.5938;37;;
1436268921623.89;545.8477;432.6289;37;;
